148,-28,32,16.207548,8.923932,4.666667,100.243326,17.908512
154,-25,31,2.086532,1.194627,0.0,51.125113,7.106909
156,-24,47,17.689335,11.088101,8.718658,162.942037,20.382368
158,-23,40,8.515915,2.124126,-5.446991,47.295969,4.533412
159,-22,29,7.909883,8.122231,-0.0,77.499677,15.251123
162,-21,37,11.591198,8.550855,-0.0,61.036955,16.052979
160,-22,38,12.084367,8.4147,0.254636,84.206837,16.541139
161,-21,43,4.031446,2.476653,0.0,58.726697,8.785172
164,-18,37,12.271475,11.919022,7.307552,177.689916,15.172135
165,-18,38,17.143989,10.737435,7.093797,161.640103,20.838105
166,-17,39,8.479397,2.095274,-5.471745,54.749502,10.912213
169,-15,40,11.88172,7.837498,-0.0,66.620233,16.497981
150,-27,17,9.372223,7.103554,-0.0,74.314304,16.405493
146,-28,13,13.949073,2.711744,-4.391589,35.130381,1.419517
145,-28,9,12.815026,6.966181,1.961229,68.766857,16.721367
201,0,26,12.236269,4.07477,-2.48212,60.207537,8.001281
202,0,34,13.625465,9.796736,3.226877,170.392893,22.0
203,0,43,15.950677,1.463106,-4.333516,121.564936,14.475078
381,1,38,15.20922,11.347229,8.601702,167.90702,20.90842
380,1,20,14.252502,11.729035,6.713099,185.383493,19.735575
198,-1,38,5.655051,3.308623,-8.543215,37.763689,9.946822
199,-1,42,6.78224,2.82317,-8.643556,48.120238,7.792357
183,-9,47,16.294144,12.001027,8.733333,106.469987,15.3052
182,-9,44,16.179144,10.662023,6.73566,161.202828,20.178804
186,-8,44,16.682835,12.315986,8.733333,156.767081,19.653215
170,-14,42,14.285592,4.518084,2.358215,87.802638,15.691534
191,-7,38,14.875596,10.153871,4.740828,153.520884,20.329431
181,-9,34,18.699423,10.836594,7.62125,161.022484,21.675419
171,-13,35,22.0,12.970448,8.733333,167.652512,20.059046
197,-2,30,14.772389,8.266917,4.459104,56.404765,16.122231
195,-4,30,5.984131,2.746055,-8.657046,51.001425,6.174258
190,-7,30,13.327698,7.702873,2.83339,76.463774,15.792697
175,-11,31,13.285559,8.458221,2.766279,68.017008,15.670289
180,-10,29,12.696982,9.801852,1.731521,138.971833,16.028933
193,-6,28,14.380375,10.146992,4.082034,167.963676,19.845524
196,-3,26,11.514446,12.420684,7.97649,177.984945,20.582411
174,-11,26,12.97235,8.927011,2.246926,152.219065,17.553308
179,-10,22,2.958138,3.676978,0.0,34.797356,8.87237
168,-15,22,14.799967,12.405605,8.629625,163.615872,16.092579
189,-7,16,1.280942,0.867905,0.0,63.044938,6.478031
194,-4,14,15.628419,11.222094,8.669723,149.670865,21.485162
172,-12,13,16.599174,7.615372,4.666667,71.574445,16.110898
173,-11,13,9.715677,9.701335,-0.0,64.058163,15.104887
178,-10,10,12.055242,8.059571,0.167901,100.500427,16.717442
153,-26,11,2.059254,3.97862,0.0,46.151528,7.66681
163,-19,11,15.070328,10.913041,8.013386,148.575718,21.612178
188,-7,6,4.922562,3.648679,0.0,41.913582,13.334768
157,-23,8,20.733657,13.194806,8.733333,159.324937,3.109393
177,-10,5,8.655679,7.966898,-0.0,89.78038,14.271649
185,-8,5,15.647617,10.394198,5.615725,183.774119,22.0
187,-7,5,6.992401,3.113597,-8.586707,35.06981,8.529733
184,-8,3,14.942876,12.270378,8.648931,171.86659,17.722396
167,-16,3,15.049879,11.713315,8.636926,165.529783,15.896726
155,-24,5,14.900526,7.917097,0.733333,74.932244,12.72651
152,-26,5,10.273764,5.177779,-0.0,30.589864,4.903447
